name	ID	CntrUS_vs_CntrStim_p.val	FarnStim_vs_CntrStim_p.val	FarnStim_vs_CntrUS_p.val	FarnStim_vs_GeraStim_p.val	FarnStim_vs_GeraUS_p.val	FarnUS_vs_CntrStim_p.val	FarnUS_vs_CntrUS_p.val	FarnUS_vs_FarnStim_p.val	FarnUS_vs_GeraStim_p.val	FarnUS_vs_GeraUS_p.val	GeraStim_vs_CntrStim_p.val	GeraStim_vs_CntrUS_p.val	GeraUS_vs_CntrStim_p.val	GeraUS_vs_CntrUS_p.val	GeraUS_vs_GeraStim_p.val	CntrUS_vs_CntrStim_p.adj	FarnStim_vs_CntrStim_p.adj	FarnStim_vs_CntrUS_p.adj	FarnStim_vs_GeraStim_p.adj	FarnStim_vs_GeraUS_p.adj	FarnUS_vs_CntrStim_p.adj	FarnUS_vs_CntrUS_p.adj	FarnUS_vs_FarnStim_p.adj	FarnUS_vs_GeraStim_p.adj	FarnUS_vs_GeraUS_p.adj	GeraStim_vs_CntrStim_p.adj	GeraStim_vs_CntrUS_p.adj	GeraUS_vs_CntrStim_p.adj	GeraUS_vs_CntrUS_p.adj	GeraUS_vs_GeraStim_p.adj	CntrUS_vs_CntrStim_significant	FarnStim_vs_CntrStim_significant	FarnStim_vs_CntrUS_significant	FarnStim_vs_GeraStim_significant	FarnStim_vs_GeraUS_significant	FarnUS_vs_CntrStim_significant	FarnUS_vs_CntrUS_significant	FarnUS_vs_FarnStim_significant	FarnUS_vs_GeraStim_significant	FarnUS_vs_GeraUS_significant	GeraStim_vs_CntrStim_significant	GeraStim_vs_CntrUS_significant	GeraUS_vs_CntrStim_significant	GeraUS_vs_CntrUS_significant	GeraUS_vs_GeraStim_significant	significant	CntrUS_vs_CntrStim_ratio	FarnStim_vs_CntrStim_ratio	FarnStim_vs_CntrUS_ratio	FarnStim_vs_GeraStim_ratio	FarnStim_vs_GeraUS_ratio	FarnUS_vs_CntrStim_ratio	FarnUS_vs_CntrUS_ratio	FarnUS_vs_FarnStim_ratio	FarnUS_vs_GeraStim_ratio	FarnUS_vs_GeraUS_ratio	GeraStim_vs_CntrStim_ratio	GeraStim_vs_CntrUS_ratio	GeraUS_vs_CntrStim_ratio	GeraUS_vs_CntrUS_ratio	GeraUS_vs_GeraStim_ratio	CntrStim_centered	CntrUS_centered	FarnStim_centered	FarnUS_centered	GeraStim_centered	GeraUS_centered
ALG1	Q9BT22	0.142857736336195	2.01586844228681e-08	7.91485157687692e-07	0.0059086817115819	0.0113694015990581	5.57544597147454e-08	2.36595730965756e-06	0.670077691594154	0.0020340155753527	0.0040343873278047	3.3102067711413e-11	7.236287782153691e-10	5.6798647230800795e-11	1.3077417985983501e-09	0.785698779790912	0.82	0.000953	0.0577	0.819	0.836	0.0514	0.00609	0.904	0.833	0.879	0.0975	0.16	0.219	0.212	0.914	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0.595	3.14	2.54	-1.18	-1.07	2.97	2.38	-0.17	-1.35	-1.24	4.32	3.73	4.21	3.62	-0.108	-2.54	-1.95	0.6	0.43	1.78	1.67
ALG11	Q2TAA5	1.36303058024955e-05	0.0500374863176292	7.64364994068932e-08	0.800208454920863	0.936260061786012	0.838648748986333	2.33507017095579e-05	0.0323842558591532	0.0183812363552911	0.03850541475365	0.0290500256991165	4.14947881299079e-08	0.0590356279627942	9.28634321797583e-08	0.739247766428527	0.056	0.771	0.0183	0.945	0.935	0.91	0.0316	0.604	0.884	0.924	0.89	0.328	0.914	0.486	0.911	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-2.29	0.881	3.18	-0.11	0.0346	-0.0882	2.21	-0.97	-1.08	-0.935	0.991	3.29	0.847	3.14	-0.144	-0.056	-2.35	0.825	-0.144	0.935	0.791
APOL2	Q9BQE5	0.293788764395902	1.74047166946738e-07	2.56168490605559e-06	0.600720514656751	0.0169142651850812	2.91252992264173e-09	3.39196636960013e-08	0.0917323336724934	0.0310269343658649	0.429640984363539	6.47538958840651e-07	1.00865999668494e-05	5.11729054392848e-10	5.3203004758933105e-09	0.0048260919145797	0.865	0.00542	0.0976	0.94	0.848	0.0133	8.7e-05	0.741	0.894	0.955	0.567	0.59	0.308	0.292	0.34	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	True	0.203	1.34	1.14	0.1	-0.484	1.67	1.47	0.332	0.432	-0.152	1.24	1.04	1.82	1.62	0.585	-1.05	-0.843	0.294	0.626	0.193	0.778
APOL3	O95236	0.0041118810076661	0.002594693606591	0.854261807937095	3.2397445160848e-08	0.0005037890430109	1.14678874320308e-09	1.9865132928463e-06	3.19668627106761e-06	2.51791756253166e-13	2.9386245031107e-10	0.0001519293494269	5.02987409040706e-08	0.526835412390556	0.0008140952578149	0.0008083952859291	0.456	0.486	0.92	0.0789	0.714	0.00811	0.00528	0.00351	0.00198	0.023	0.786	0.336	0.936	0.859	0.162	False	False	False	False	False	True	True	True	True	True	False	False	False	False	False	True	0.816	0.864	0.0481	2.01	1.03	2.4	1.58	1.53	3.55	2.56	-1.15	-1.97	-0.166	-0.983	0.983	-0.46	0.356	0.404	1.94	-1.61	-0.627
ARL6IP1	Q15041	0.0014530198409679	1.0342055197267802e-09	5.1117260685657e-06	1.82447404633908e-08	3.56748644202325e-09	1.16479645024877e-09	5.89444469556893e-06	0.956545903526595	1.60556250356562e-08	3.1558736834674105e-09	1.04741914060639e-15	2.26729027963069e-13	3.9806341219880697e-16	7.08262853760984e-14	0.480413883567981	0.34	4.76e-05	0.127	0.0624	0.0757	0.00818	0.0127	0.922	0.201	0.0654	0.000739	0.00964	0.00307	0.00587	0.887	False	True	False	False	False	True	True	False	False	False	True	True	True	True	False	True	0.939	2.45	1.51	-2.11	-2.3	2.43	1.49	-0.0145	-2.13	-2.31	4.56	3.62	4.75	3.81	0.189	-2.52	-1.58	-0.0731	-0.0876	2.04	2.23
ARRB2	P32121	0.0481915960975446	0.0017449519869791	0.168108680640172	0.205801591818813	0.0009418666710261	1.93878291541575e-07	3.90143782855818e-05	0.0015702649910585	0.0342275896423954	0.842969306149981	5.97078126312699e-05	0.0116347789305638	1.18958732180719e-07	2.30738295850421e-05	0.0220695835850994	0.733	0.44	0.865	0.919	0.744	0.0847	0.0427	0.213	0.895	0.963	0.759	0.826	0.599	0.765	0.562	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0.395	0.665	0.27	-0.247	-0.711	1.34	0.943	0.673	0.426	-0.0381	0.912	0.517	1.38	0.981	0.464	-0.781	-0.386	-0.116	0.557	0.131	0.595
ASF1A	Q9Y294	0.623331426481839	6.67886995495587e-09	2.1979470938348402e-09	6.30524323811129e-10	2.31888722377835e-10	2.7086003768553703e-09	9.15196338733837e-10	0.690607198604742	2.70547204673686e-10	1.01934441389982e-10	0.292851400220553	0.569126318866253	0.133146728712276	0.301802306370599	0.637405240443021	0.903	0.000339	0.00174	0.0111	0.0239	0.0129	5.61e-07	0.906	0.065	0.0135	0.921	0.899	0.922	0.939	0.903	False	True	True	True	True	True	True	False	False	True	False	False	False	False	False	True	-0.15	2.56	2.71	2.88	3.03	2.68	2.83	0.122	3.0	3.15	-0.325	-0.174	-0.469	-0.319	-0.144	-0.715	-0.865	1.84	1.96	-1.04	-1.18
ATP11B	Q9Y2G3	0.11072584401683	3.1164126368561595e-11	9.14747828570451e-10	7.31527355135264e-14	4.17988663919294e-14	3.36134063631069e-12	7.811326259830629e-11	0.246457241908733	5.16770196856092e-13	2.84258112598498e-13	8.790331869445941e-20	4.62826978513408e-19	6.23605250894495e-20	3.21270590369379e-19	0.725992442191249	0.802	5.26e-07	0.000928	5.28e-06	6.76e-05	8.43e-05	8.2e-09	0.837	0.00295	0.000253	1.92e-08	1.64e-07	1.09e-06	6.72e-08	0.91	False	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	0.418	2.78	2.37	-3.65	-3.74	3.08	2.67	0.3	-3.35	-3.44	6.44	6.02	6.53	6.11	0.0896	-3.21	-2.79	-0.424	-0.124	3.23	3.32
ATP2A2	P16615	0.122052256280295	1.78444730260161e-07	4.18964748826504e-09	0.0163320040710071	0.0889987020917363	6.38500400017385e-05	1.01121724157192e-06	0.0301036257800094	4.90901429974858e-05	0.00040229998976	5.06175709056179e-10	2.0191919087899197e-11	2.87653204026295e-09	9.773091705057839e-11	0.429893123142297	0.809	0.00551	0.00279	0.855	0.889	0.382	0.00302	0.593	0.69	0.805	0.193	0.0616	0.39	0.116	0.88	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.248	1.09	1.34	-0.398	-0.274	0.738	0.986	-0.356	-0.754	-0.63	1.49	1.74	1.37	1.62	-0.124	-0.741	-0.989	0.353	-0.00244	0.751	0.627
ATXN10	Q9UBB4	0.0007636451619472	0.0005371478393361	3.25978368763463e-08	0.402324914319594	6.83777003057777e-05	0.176302416344986	2.0046735267262e-05	0.0166395205476211	0.0993332128522439	0.0387868641105609	0.0046390117187865	2.54571348484088e-07	0.438353113374597	0.005525217800207	0.0006345654964176	0.281	0.308	0.0111	0.932	0.6	0.863	0.029	0.501	0.913	0.924	0.862	0.403	0.934	0.892	0.145	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.563	0.583	1.15	0.126	0.699	0.205	0.768	-0.378	-0.252	0.321	0.458	1.02	-0.116	0.447	-0.574	-0.0945	-0.658	0.489	0.111	0.363	-0.211
BAG6	P46379	0.0007558828588497	2.46718288169028e-06	3.30174175529437e-10	3.29846717709444e-05	0.0059831809433989	7.97846834051136e-05	5.9984710086534e-09	0.19410200797781	1.04828719791409e-06	0.0002007236111569	2.9645705383410096e-11	3.84444658072458e-14	1.9277932235166602e-09	1.07891911565963e-12	0.0538335384628631	0.28	0.0312	0.000424	0.487	0.816	0.395	9.34e-06	0.817	0.446	0.775	0.0947	0.00402	0.366	0.0229	0.687	False	True	True	False	False	False	True	False	False	False	False	True	False	True	False	True	-0.451	0.711	1.16	-0.593	-0.354	0.553	1.0	-0.158	-0.75	-0.512	1.3	1.76	1.06	1.52	-0.239	-0.53	-0.982	0.181	0.023	0.773	0.535
BAX	Q07812	0.0304110803744131	6.8189806105735505e-09	1.72935485440006e-06	2.45606592692462e-05	6.55889069086861e-08	2.04172612714905e-09	4.43206360351754e-07	0.594001535180828	0.0001014521074397	2.43642164744101e-07	3.0289802332645097e-13	1.82624174817934e-11	7.61811317446751e-15	2.76757841606288e-13	0.0270252864150458	0.687	0.000346	0.0824	0.462	0.174	0.0111	0.00143	0.897	0.725	0.279	0.0171	0.0598	0.0127	0.0114	0.592	False	True	False	False	False	True	True	False	False	False	True	False	True	True	False	True	0.509	1.88	1.37	-1.14	-1.66	2.0	1.49	0.12	-1.02	-1.54	3.01	2.51	3.54	3.03	0.521	-1.82	-1.31	0.0538	0.174	1.19	1.71
BROX	Q5VW32	0.163637229797463	5.340555001774579e-11	1.03367322905234e-09	2.53679626946742e-06	0.0001258087645185	7.45473508280226e-14	8.07125330962411e-13	0.0010275355242084	4.33833797150599e-10	1.16956853647095e-08	7.05931748029307e-05	0.0028813334682898	1.44706670518988e-06	5.99982998864479e-05	0.146882066570822	0.83	1.15e-06	0.00102	0.28	0.638	1.03e-06	2.04e-13	0.177	0.0743	0.103	0.764	0.793	0.705	0.796	0.798	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.527	3.95	3.42	2.21	1.66	5.31	4.78	1.36	3.57	3.02	1.74	1.21	2.29	1.76	0.55	-2.3	-1.77	1.65	3.01	-0.563	-0.0127
C18orf32	Q8TCD1	0.0102771435810783	5.522932495565269e-18	1.5654081911780001e-16	0.682714245502902	0.363010895972304	2.1935298649183802e-17	7.466212987897589e-16	0.247620278386313	0.122592989785863	0.0448191217143871	3.46567248560694e-18	9.25201412688978e-17	1.9659544979853e-18	4.88599773403585e-17	0.612578959986584	0.563	4.87e-14	8.42e-14	0.942	0.917	8.33e-14	3.85e-14	0.838	0.916	0.926	4.6e-06	6.77e-05	5.78e-05	3.35e-05	0.901	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	0.823	6.39	5.57	-0.123	-0.275	6.04	5.22	-0.352	-0.475	-0.627	6.52	5.69	6.67	5.85	0.152	-4.41	-3.58	1.99	1.63	2.11	2.26
CAPZB	P47756	0.141704710261932	3.88853252079144e-10	1.087049642242e-08	8.96637174886966e-08	6.99394517486287e-06	4.66300139539368e-12	8.52888144238642e-11	0.0328370350951562	5.40564564829887e-10	2.59008288051394e-08	0.0233143982634576	0.378741662684052	0.0003245522760415	0.014234994569142	0.0949313498518714	0.82	1.58e-05	0.0055	0.111	0.437	0.000116	9.69e-09	0.606	0.0786	0.136	0.887	0.892	0.846	0.905	0.754	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.192	1.24	1.05	0.932	0.712	1.52	1.33	0.286	1.22	0.998	0.306	0.114	0.526	0.334	0.22	-0.631	-0.439	0.607	0.893	-0.325	-0.105
CCR7	P32248	0.186135941655538	6.01555150866989e-08	1.73523947585805e-06	0.003922189282559	0.0006299019045334	6.10695543368524e-07	2.00671931757773e-05	0.353207788750628	0.000352191562782	5.30122281054294e-05	5.9135096147993e-11	9.81358313983437e-10	1.4566875938414297e-11	2.14336743363272e-10	0.476970062286076	0.838	0.00239	0.0825	0.802	0.725	0.127	0.029	0.864	0.776	0.705	0.116	0.171	0.167	0.143	0.887	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0.531	2.94	2.41	-1.24	-1.52	2.57	2.04	-0.37	-1.61	-1.89	4.18	3.65	4.46	3.93	0.282	-2.45	-1.91	0.492	0.122	1.73	2.01
CCT2	P78371	0.147130808875469	4.08648291573058e-08	1.3668778485479701e-09	3.30653162272318e-05	1.339634904838e-06	7.75271554879075e-09	2.98462738676751e-10	0.481026002583829	5.11682735106237e-06	2.23961466489705e-07	0.0133674957151606	0.0003195170201837	0.167887224188187	0.007288357340855	0.227058065729839	0.822	0.0017	0.00125	0.487	0.326	0.0212	9.13e-08	0.885	0.558	0.273	0.879	0.729	0.924	0.896	0.835	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.158	0.812	0.971	0.531	0.662	0.888	1.05	0.0757	0.607	0.738	0.281	0.44	0.15	0.309	-0.131	-0.329	-0.487	0.483	0.559	-0.0477	-0.179
CD38	P28907	0.724842129897418	6.53303020143941e-10	3.08658618161416e-10	4.24840474228685e-05	0.0006993965040493	2.33048137908847e-08	1.02177098187716e-08	0.121921419801539	6.83231907703131e-07	1.06212268096338e-05	7.45722861422542e-14	4.2490890189695704e-14	4.33244285204597e-13	2.38531004511942e-13	0.294472557574919	0.91	2.84e-05	0.000401	0.509	0.73	0.036	1.85e-05	0.772	0.417	0.596	0.00933	0.00424	0.0641	0.0108	0.855	False	True	True	False	False	True	True	False	False	False	True	True	False	True	False	True	-0.0834	2.23	2.31	-1.15	-0.903	1.85	1.94	-0.375	-1.53	-1.28	3.38	3.47	3.13	3.22	-0.251	-1.75	-1.84	0.477	0.102	1.63	1.38
CD3D	P04234	0.0023681678679233	2.22527994542658e-08	0.0001098421785956	1.13277478991203e-06	7.0904888040223e-13	4.1169945996105194e-11	6.29969478002104e-08	0.0069825900446906	0.002274851741568	1.75249758212464e-10	9.963322490051011e-14	3.98971854298793e-11	9.917325564634301e-18	6.777426249702079e-16	3.81979892855773e-07	0.395	0.00103	0.324	0.231	0.000763	0.000821	0.000183	0.372	0.836	0.0175	0.0107	0.0748	0.000249	0.000332	0.000497	False	True	False	False	True	True	True	False	False	True	True	False	True	True	True	True	0.47	1.1	0.635	-0.881	-1.82	1.51	1.04	0.409	-0.472	-1.41	1.99	1.52	2.93	2.46	0.941	-1.33	-0.864	-0.228	0.18	0.652	1.59
CD53	P19397	5.72169760862045e-05	3.1736180680867803e-10	3.05456807082373e-05	0.0074923980892682	0.0003502447777359	2.8495529001901303e-10	2.66690956237137e-05	0.959154288506796	0.0084766723470954	0.0004007800847277	1.22907613151703e-12	2.13468640864832e-08	1.57176247960887e-13	1.3818202158612101e-09	0.235817211589138	0.11	1.25e-05	0.235	0.828	0.696	0.00342	0.034	0.922	0.868	0.805	0.0323	0.3	0.0458	0.214	0.838	False	True	False	False	False	True	True	False	False	False	True	False	True	False	False	True	2.85	5.84	2.99	-1.72	-2.44	5.87	3.02	0.0306	-1.69	-2.41	7.56	4.71	8.27	5.43	0.719	-5.06	-2.22	0.773	0.803	2.49	3.21
CD63	P08962	0.437545131426895	1.18305667696503e-14	3.719234722657751e-15	9.35499037199695e-12	1.71497120608172e-07	5.99183597564137e-10	1.16700347156565e-10	2.13377046427695e-06	6.12266869274202e-16	6.2230968772189e-13	1.5919592162064802e-20	7.812772661018271e-21	1.48000219872735e-18	6.38384489155698e-19	0.0001100567066619	0.886	4.87e-14	1.76e-11	0.000652	0.22	0.00554	1.73e-08	0.00251	7.84e-06	0.000506	4.85e-09	1.95e-10	4.54e-05	1.75e-07	0.0578	False	True	True	True	False	True	True	True	True	True	True	True	True	True	False	True	-0.218	4.32	4.53	-3.21	-1.96	2.64	2.86	-1.68	-4.89	-3.63	7.53	7.75	6.27	6.49	-1.26	-3.42	-3.64	0.893	-0.784	4.11	2.85
CD7	P09564	0.0607811272678591	2.74256258176873e-07	4.19482324694097e-05	3.52744692513081e-05	4.02674642596534e-05	1.36829629554453e-08	1.6195538306063e-06	0.221279433593262	0.0009346949195612	0.0010637007860079	5.96656780582306e-12	2.78197748619195e-10	6.5492102815486095e-12	3.08957455003072e-10	0.960200350912528	0.754	0.00765	0.257	0.493	0.565	0.0282	0.00444	0.828	0.81	0.84	0.0586	0.128	0.138	0.155	0.924	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	True	0.705	2.48	1.77	-1.79	-1.78	2.93	2.22	0.451	-1.34	-1.33	4.27	3.57	4.25	3.55	-0.0181	-2.44	-1.73	0.0375	0.488	1.83	1.81
