name	ID	CntrUS_vs_CntrStim_p.val	FarnStim_vs_CntrStim_p.val	FarnStim_vs_CntrUS_p.val	FarnStim_vs_GeraStim_p.val	FarnStim_vs_GeraUS_p.val	FarnUS_vs_CntrStim_p.val	FarnUS_vs_CntrUS_p.val	FarnUS_vs_FarnStim_p.val	FarnUS_vs_GeraStim_p.val	FarnUS_vs_GeraUS_p.val	GeraStim_vs_CntrStim_p.val	GeraStim_vs_CntrUS_p.val	GeraUS_vs_CntrStim_p.val	GeraUS_vs_CntrUS_p.val	GeraUS_vs_GeraStim_p.val	CntrUS_vs_CntrStim_p.adj	FarnStim_vs_CntrStim_p.adj	FarnStim_vs_CntrUS_p.adj	FarnStim_vs_GeraStim_p.adj	FarnStim_vs_GeraUS_p.adj	FarnUS_vs_CntrStim_p.adj	FarnUS_vs_CntrUS_p.adj	FarnUS_vs_FarnStim_p.adj	FarnUS_vs_GeraStim_p.adj	FarnUS_vs_GeraUS_p.adj	GeraStim_vs_CntrStim_p.adj	GeraStim_vs_CntrUS_p.adj	GeraUS_vs_CntrStim_p.adj	GeraUS_vs_CntrUS_p.adj	GeraUS_vs_GeraStim_p.adj	CntrUS_vs_CntrStim_significant	FarnStim_vs_CntrStim_significant	FarnStim_vs_CntrUS_significant	FarnStim_vs_GeraStim_significant	FarnStim_vs_GeraUS_significant	FarnUS_vs_CntrStim_significant	FarnUS_vs_CntrUS_significant	FarnUS_vs_FarnStim_significant	FarnUS_vs_GeraStim_significant	FarnUS_vs_GeraUS_significant	GeraStim_vs_CntrStim_significant	GeraStim_vs_CntrUS_significant	GeraUS_vs_CntrStim_significant	GeraUS_vs_CntrUS_significant	GeraUS_vs_GeraStim_significant	significant	CntrUS_vs_CntrStim_ratio	FarnStim_vs_CntrStim_ratio	FarnStim_vs_CntrUS_ratio	FarnStim_vs_GeraStim_ratio	FarnStim_vs_GeraUS_ratio	FarnUS_vs_CntrStim_ratio	FarnUS_vs_CntrUS_ratio	FarnUS_vs_FarnStim_ratio	FarnUS_vs_GeraStim_ratio	FarnUS_vs_GeraUS_ratio	GeraStim_vs_CntrStim_ratio	GeraStim_vs_CntrUS_ratio	GeraUS_vs_CntrStim_ratio	GeraUS_vs_CntrUS_ratio	GeraUS_vs_GeraStim_ratio	CntrStim_centered	CntrUS_centered	FarnStim_centered	FarnUS_centered	GeraStim_centered	GeraUS_centered
ALG1	Q9BT22	0.142566912936456	1.96742989781557e-08	7.76675176125512e-07	0.0058723337861315	0.0113094354686283	5.44971479688591e-08	2.32541670415008e-06	0.669852275577544	0.00201855248548	0.0040074863737844	3.19971501236936e-11	7.02733822282809e-10	5.4947553882270296e-11	1.27110928117846e-09	0.785546988015129	0.859	0.00124	0.0847	0.804	0.837	0.067	0.00561	0.899	0.856	0.877	0.11	0.174	0.221	0.201	0.925	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0.595	3.14	2.54	-1.18	-1.07	2.97	2.38	-0.17	-1.35	-1.24	4.32	3.73	4.21	3.62	-0.108	-2.54	-1.95	0.6	0.43	1.78	1.67
APOL2	Q9BQE5	0.293531367151312	1.70995204169692e-07	2.52577514576282e-06	0.600527811007128	0.0168533929518939	2.8453692838126704e-09	3.32506994656604e-08	0.0915566369179979	0.0309345927046237	0.429396069881453	6.37305647767874e-07	9.96283171224126e-06	4.98702650569891e-10	5.20200462457586e-09	0.0048022533408749	0.894	0.00682	0.136	0.934	0.848	0.0189	7.54e-05	0.729	0.908	0.954	0.607	0.622	0.315	0.28	0.391	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	True	0.203	1.34	1.14	0.1	-0.484	1.67	1.47	0.332	0.432	-0.152	1.24	1.04	1.82	1.62	0.585	-1.05	-0.843	0.294	0.626	0.193	0.778
APOL3	O95236	0.0040870447899018	0.0025775134303288	0.854168440640014	3.16867008709255e-08	0.0004993902771121	1.11619049911164e-09	1.95435547794618e-06	3.14703375916421e-06	2.42023379338536e-13	2.85449722738945e-10	0.0001503631725986	4.92264691968447e-08	0.526567259776303	0.0008074950000095	0.0008018338840117	0.541	0.51	0.935	0.0682	0.717	0.0117	0.00484	0.00315	0.00286	0.0232	0.807	0.362	0.935	0.851	0.195	False	False	False	False	False	True	True	True	True	True	False	False	False	False	False	True	0.816	0.864	0.0481	2.01	1.03	2.4	1.58	1.53	3.55	2.56	-1.15	-1.97	-0.166	-0.983	0.983	-0.46	0.356	0.404	1.94	-1.61	-0.627
ARRB2	P32121	0.048068899094942	0.0017343223603493	0.167879389577204	0.205557801829877	0.0009354647586779	1.90499079128862e-07	3.86004429705107e-05	0.0015605113792226	0.0341287472807287	0.842887121308271	5.91056210271323e-05	0.0115881734743367	1.16808043217318e-07	2.2813966460641e-05	0.021995970227431	0.79	0.466	0.891	0.912	0.746	0.107	0.0404	0.203	0.91	0.962	0.782	0.839	0.607	0.753	0.618	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0.395	0.665	0.27	-0.247	-0.711	1.34	0.943	0.673	0.426	-0.0381	0.912	0.517	1.38	0.981	0.464	-0.781	-0.386	-0.116	0.557	0.131	0.595
ASF1A	Q9Y294	0.623093557868281	6.512843399322181e-09	2.1397957356735204e-09	6.12707337996328e-10	2.2500112291083301e-10	2.6377532784995304e-09	8.89827241454574e-10	0.690406316622456	2.62571651959159e-10	9.87856066609028e-11	0.292520164978166	0.568861720038424	0.132879757028728	0.301470573719246	0.637174788554647	0.923	0.000461	0.00333	0.00969	0.0241	0.0182	4.59e-07	0.901	0.0769	0.0134	0.927	0.906	0.922	0.935	0.916	False	True	True	True	True	True	True	False	False	True	False	False	False	False	False	True	-0.15	2.56	2.71	2.88	3.03	2.68	2.83	0.122	3.0	3.15	-0.325	-0.174	-0.469	-0.319	-0.144	-0.715	-0.865	1.84	1.96	-1.04	-1.18
ATP11B	Q9Y2G3	0.110494973933136	3.0176096796551e-11	8.90169885189052e-10	7.01952909705441e-14	4.00752139208867e-14	3.24400745691923e-12	7.5739725472995e-11	0.24615285517209	4.97336547411833e-13	2.73323126228557e-13	8.262043327979531e-20	4.3611752903283e-19	5.85819622005657e-20	3.02561467286075e-19	0.725823823565976	0.845	8.93e-07	0.00184	3.85e-06	7.12e-05	0.000158	6.44e-09	0.829	0.00407	0.000259	4.74e-08	2.61e-07	1.29e-06	4.15e-08	0.922	False	True	True	True	True	True	True	False	True	True	True	True	True	True	False	True	0.418	2.78	2.37	-3.65	-3.74	3.08	2.67	0.3	-3.35	-3.44	6.44	6.02	6.53	6.11	0.0896	-3.21	-2.79	-0.424	-0.124	3.23	3.32
ATP2A2	P16615	0.121896476585075	1.75709910336493e-07	4.1053064414311304e-09	0.0162848554114267	0.0888642533293506	6.33144974916752e-05	9.9787775726866e-07	0.0300322944666203	4.86641599892947e-05	0.0003997163240373	4.94569963001658e-10	1.96409374714083e-11	2.81720541439107e-09	9.52738693147334e-11	0.429706492903301	0.851	0.00696	0.00513	0.843	0.888	0.439	0.00276	0.577	0.734	0.805	0.212	0.0706	0.402	0.106	0.896	False	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.248	1.09	1.34	-0.398	-0.274	0.738	0.986	-0.356	-0.754	-0.63	1.49	1.74	1.37	1.62	-0.124	-0.741	-0.989	0.353	-0.00244	0.751	0.627
ATXN10	Q9UBB4	0.0007595354751231	0.0005340735694078	3.20513502004258e-08	0.402152509660762	6.78426348992192e-05	0.176140086014316	1.98633158100774e-05	0.0165955726080059	0.099203951157906	0.0387100702985043	0.004621761684992	2.50951060888255e-07	0.438185704509941	0.0055055160215307	0.0006310367958812	0.34	0.334	0.0182	0.926	0.605	0.879	0.0275	0.483	0.925	0.922	0.874	0.43	0.933	0.885	0.177	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	True	-0.563	0.583	1.15	0.126	0.699	0.205	0.768	-0.378	-0.252	0.321	0.458	1.02	-0.116	0.447	-0.574	-0.0945	-0.658	0.489	0.111	0.363	-0.211
BAG6	P46379	0.000753570572039	2.4477178960817e-06	3.24255949183983e-10	3.28033834059934e-05	0.0059725454452792	7.94053751999004e-05	5.9119672513133806e-09	0.194037582824673	1.03912232170047e-06	0.0001999160009642	2.90241933617126e-11	3.7299732458864403e-14	1.8973917894227703e-09	1.05163205119956e-12	0.0537930079130177	0.34	0.0363	0.000902	0.463	0.817	0.457	8.08e-06	0.808	0.511	0.775	0.107	0.00525	0.378	0.0215	0.731	False	True	True	False	False	False	True	False	False	False	False	True	False	True	False	True	-0.451	0.711	1.16	-0.593	-0.354	0.553	1.0	-0.158	-0.75	-0.512	1.3	1.76	1.06	1.52	-0.239	-0.53	-0.982	0.181	0.023	0.773	0.535
BAX	Q07812	0.0303093763094447	6.660717367924431e-09	1.70236279663624e-06	2.42638051011879e-05	6.42726898602769e-08	1.99089230582729e-09	4.35472325801996e-07	0.59378055772706	0.0001004123111026	2.3919177602555e-07	2.91558543118194e-13	1.7685818060743e-11	7.292587303179891e-15	2.66361117520087e-13	0.0269313464905796	0.753	0.00047	0.117	0.437	0.17	0.0159	0.0013	0.892	0.764	0.287	0.0219	0.0685	0.0141	0.0112	0.646	False	True	False	False	False	True	True	False	False	False	True	False	True	True	False	True	0.509	1.88	1.37	-1.14	-1.66	2.0	1.49	0.12	-1.02	-1.54	3.01	2.51	3.54	3.03	0.521	-1.82	-1.31	0.0538	0.174	1.19	1.71
BROX	Q5VW32	0.163334274443253	5.1669824803336895e-11	1.00453960211801e-09	2.49391829174859e-06	0.0001243780236175	7.1409807868251e-14	7.75958128088173e-13	0.0010188425276943	4.21058083736127e-10	1.14072783171801e-08	6.97331522585984e-05	0.0028610065334986	1.4214446680518e-06	5.92536320576121e-05	0.146591345561561	0.867	1.86e-06	0.002	0.256	0.642	2.54e-06	1.53e-13	0.168	0.0879	0.102	0.786	0.809	0.71	0.785	0.826	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.527	3.95	3.42	2.21	1.66	5.31	4.78	1.36	3.57	3.02	1.74	1.21	2.29	1.76	0.55	-2.3	-1.77	1.65	3.01	-0.563	-0.0127
C18orf32	Q8TCD1	0.0914416256807298	9.65515795822255e-18	8.04556565573448e-17	0.683624204163078	0.364444360487609	3.94717292374945e-17	3.69215856782246e-16	0.249016093260632	0.123670721412525	0.0454123842715447	6.00133882785702e-18	4.81524672710111e-17	3.36578742783779e-18	2.58125994832665e-17	0.613654783360052	0.834	4.64e-14	7.23e-14	0.937	0.917	3.24e-12	3.41e-14	0.83	0.927	0.925	1.51e-05	5.25e-05	0.000107	1.48e-05	0.914	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	0.523	6.26	5.74	-0.123	-0.275	5.91	5.38	-0.352	-0.475	-0.627	6.38	5.86	6.53	6.01	0.152	-4.27	-3.74	1.99	1.64	2.11	2.27
CAPZB	P47756	0.141611238084682	3.81273543338041e-10	1.0703411318822e-08	8.85083197487607e-08	6.93683967513113e-06	4.54524586361694e-12	8.346051538643859e-11	0.0327917451788402	5.30253092748977e-10	2.552954557649e-08	0.0232777646702837	0.37863691681507	0.0003230557362861	0.0142084794980675	0.0948516152844315	0.859	2.39e-05	0.00954	0.0986	0.445	0.000215	7.76e-09	0.59	0.0933	0.135	0.897	0.899	0.847	0.899	0.788	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	0.192	1.24	1.05	0.932	0.712	1.52	1.33	0.286	1.22	0.998	0.306	0.114	0.526	0.334	0.22	-0.631	-0.439	0.607	0.893	-0.325	-0.105
CCR7	P32248	0.175676294732508	5.02603163759361e-08	1.56889153290956e-06	0.0036381185357228	0.0005714178637022	5.18754498426991e-07	1.85648755512177e-05	0.348736286957005	0.0003173876204753	4.68265621437747e-05	4.755141573942369e-11	8.37462811835334e-10	1.16412439134775e-11	1.81141517590232e-10	0.472843672555685	0.87	0.00267	0.113	0.783	0.723	0.149	0.0264	0.857	0.805	0.7	0.124	0.181	0.159	0.127	0.901	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	True	0.54	2.94	2.4	-1.24	-1.52	2.57	2.03	-0.37	-1.61	-1.89	4.18	3.64	4.46	3.92	0.282	-2.45	-1.91	0.491	0.121	1.73	2.01
CCT2	P78371	0.147133358606868	4.04852738335176e-08	1.34912259223832e-09	3.29541495003515e-05	1.33168999248841e-06	7.667027489199591e-09	2.94058186194482e-10	0.481039791094241	5.09232088820948e-06	2.22262192884208e-07	0.0133626693780056	0.0003189047014996	0.167891211720788	0.0072844479051165	0.227065610405025	0.861	0.00225	0.00245	0.463	0.323	0.0297	7.46e-08	0.879	0.616	0.281	0.889	0.751	0.924	0.889	0.858	False	True	True	False	False	True	True	False	False	False	False	False	False	False	False	True	-0.158	0.812	0.971	0.531	0.662	0.888	1.05	0.0757	0.607	0.738	0.281	0.44	0.15	0.309	-0.131	-0.329	-0.487	0.483	0.559	-0.0477	-0.179
CD38	P28907	0.724679115237599	6.35742037874451e-10	3.00033376064246e-10	4.19904394430313e-05	0.0006938002039093	2.27956586223926e-08	9.98268252504752e-09	0.121688497310854	6.71499174163269e-07	1.04782849727638e-05	7.15986894771495e-14	4.07621203711529e-14	4.17065712923165e-13	2.2941878821106e-13	0.294172973951932	0.929	4.27e-05	0.00085	0.484	0.732	0.0478	1.62e-05	0.762	0.48	0.6	0.0121	0.00548	0.0677	0.0104	0.875	False	True	True	False	False	True	True	False	False	False	True	True	False	True	False	True	-0.0834	2.23	2.31	-1.15	-0.903	1.85	1.94	-0.375	-1.53	-1.28	3.38	3.47	3.13	3.22	-0.251	-1.75	-1.84	0.477	0.102	1.63	1.38
CD3D	P04234	0.0023589718574045	2.18900796022279e-08	0.0001091051147922	1.11962279824524e-06	6.8783526638555e-13	4.0164651125904796e-11	6.20505144474909e-08	0.0069616448860488	0.0022659405877123	1.71306895095178e-10	9.63827128424253e-14	3.89212976475357e-11	9.465245954600189e-18	6.50900701766748e-16	3.77063804815284e-07	0.471	0.00136	0.411	0.211	0.000747	0.00135	0.00016	0.358	0.859	0.0179	0.0138	0.0858	0.000281	0.000291	0.000855	False	True	False	False	True	True	True	False	False	True	True	False	True	True	True	True	0.47	1.1	0.635	-0.881	-1.82	1.51	1.04	0.409	-0.472	-1.41	1.99	1.52	2.93	2.46	0.941	-1.33	-0.864	-0.228	0.18	0.652	1.59
CD53	P19397	4.23919639665725e-05	1.4807343196395002e-10	1.58432127597525e-05	0.0052982782775247	0.0002054623248406	1.3255740813018001e-10	1.37465128237126e-05	0.95714203013013	0.0060443805145415	0.000236863461917	5.01686539960794e-13	8.5328916943058e-09	6.16136544432739e-14	5.16334312958973e-10	0.214128734799437	0.127	7.69e-06	0.246	0.8	0.671	0.00297	0.0218	0.919	0.88	0.783	0.0279	0.283	0.0349	0.165	0.854	False	True	False	False	False	True	True	False	False	False	True	False	True	False	False	True	2.78	5.77	2.99	-1.72	-2.44	5.8	3.02	0.0306	-1.69	-2.41	7.49	4.71	8.2	5.43	0.719	-5.01	-2.23	0.761	0.792	2.48	3.2
CD63	P08962	0.905912221765237	6.64244933851792e-16	7.81327929175362e-16	5.3135124099049e-13	1.6862916459555e-08	5.34779464330709e-11	6.780502441883059e-11	2.62427948472681e-07	2.6916878278120003e-17	3.22567150519391e-14	6.82221986983717e-22	7.52085538069751e-22	6.786484657942981e-20	7.620469703445711e-20	2.13135967170324e-05	0.936	4.64e-14	4.28e-12	4.08e-05	0.12	0.00164	5.19e-09	0.000264	1.71e-07	3.38e-05	8.48e-12	1.38e-12	1.41e-06	5.53e-09	0.0273	False	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True	0.029	4.28	4.25	-3.21	-1.96	2.61	2.58	-1.68	-4.89	-3.63	7.5	7.47	6.24	6.21	-1.26	-3.44	-3.41	0.841	-0.837	4.06	2.8
CD7	P09564	0.06059601845035	2.68759148402857e-07	4.14081493260411e-05	3.48117040032044e-05	3.97467033181343e-05	1.33494640258906e-08	1.59121872251654e-06	0.220948870907654	0.0009266941502326	0.0010547839871548	5.7539790416255e-12	2.69842917565604e-10	6.31675154400871e-12	2.99726008123714e-10	0.960171955705158	0.807	0.00936	0.32	0.468	0.57	0.0379	0.00404	0.82	0.837	0.84	0.0692	0.141	0.139	0.145	0.933	False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	True	0.705	2.48	1.77	-1.79	-1.78	2.93	2.22	0.451	-1.34	-1.33	4.27	3.57	4.25	3.55	-0.0181	-2.44	-1.73	0.0375	0.488	1.83	1.81
CD81	P60033	0.405883656158986	1.02938918826852e-12	4.6746579458421595e-12	1.78301333567873e-06	4.61889368209314e-05	2.6081793393794297e-11	1.3997173478535e-10	0.0908814964934438	2.39212683714693e-08	4.97247594075415e-07	1.1125405668549199e-16	3.32927724328821e-16	5.72934728370876e-16	1.83437594263039e-15	0.22204328951652	0.908	2.86e-09	1.28e-05	0.236	0.58	0.000984	2.05e-08	0.728	0.25	0.348	0.000261	0.000297	0.00426	0.000564	0.857	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	0.287	4.36	4.07	-2.08	-1.66	3.77	3.48	-0.597	-2.68	-2.26	6.45	6.16	6.02	5.73	-0.425	-3.48	-3.19	0.881	0.285	2.97	2.54
CD82	P27701	3.43203447583143e-05	4.56288958088235e-13	2.6311767385354e-16	0.0002085879039827	0.951371462720112	2.06016378893647e-07	4.67096028198922e-12	1.13289124417304e-06	6.39780133203664e-11	1.32465826862668e-06	6.57123165630694e-16	1.5305762827983399e-18	5.06757731102711e-13	2.85290809793694e-16	0.000177471942272	0.118	5.84e-10	2.69e-13	0.612	0.935	0.11	1.48e-11	0.00123	0.0473	0.432	0.000797	1.28e-06	0.0717	0.00017	0.0972	False	True	True	False	False	False	True	True	True	False	True	True	False	True	False	True	-1.91	5.08	6.98	-1.64	0.0235	2.67	4.57	-2.41	-4.05	-2.38	6.72	8.63	5.05	6.96	-1.67	-2.93	-4.84	2.14	-0.267	3.78	2.12
