name	ID	CntrUS_vs_CntrStim_p.val	FarnStim_vs_CntrStim_p.val	FarnStim_vs_CntrUS_p.val	FarnStim_vs_GeraStim_p.val	FarnStim_vs_GeraUS_p.val	FarnUS_vs_CntrStim_p.val	FarnUS_vs_CntrUS_p.val	FarnUS_vs_FarnStim_p.val	FarnUS_vs_GeraStim_p.val	FarnUS_vs_GeraUS_p.val	GeraStim_vs_CntrStim_p.val	GeraStim_vs_CntrUS_p.val	GeraUS_vs_CntrStim_p.val	GeraUS_vs_CntrUS_p.val	GeraUS_vs_GeraStim_p.val	CntrUS_vs_CntrStim_p.adj	FarnStim_vs_CntrStim_p.adj	FarnStim_vs_CntrUS_p.adj	FarnStim_vs_GeraStim_p.adj	FarnStim_vs_GeraUS_p.adj	FarnUS_vs_CntrStim_p.adj	FarnUS_vs_CntrUS_p.adj	FarnUS_vs_FarnStim_p.adj	FarnUS_vs_GeraStim_p.adj	FarnUS_vs_GeraUS_p.adj	GeraStim_vs_CntrStim_p.adj	GeraStim_vs_CntrUS_p.adj	GeraUS_vs_CntrStim_p.adj	GeraUS_vs_CntrUS_p.adj	GeraUS_vs_GeraStim_p.adj	CntrUS_vs_CntrStim_significant	FarnStim_vs_CntrStim_significant	FarnStim_vs_CntrUS_significant	FarnStim_vs_GeraStim_significant	FarnStim_vs_GeraUS_significant	FarnUS_vs_CntrStim_significant	FarnUS_vs_CntrUS_significant	FarnUS_vs_FarnStim_significant	FarnUS_vs_GeraStim_significant	FarnUS_vs_GeraUS_significant	GeraStim_vs_CntrStim_significant	GeraStim_vs_CntrUS_significant	GeraUS_vs_CntrStim_significant	GeraUS_vs_CntrUS_significant	GeraUS_vs_GeraStim_significant	significant	CntrUS_vs_CntrStim_ratio	FarnStim_vs_CntrStim_ratio	FarnStim_vs_CntrUS_ratio	FarnStim_vs_GeraStim_ratio	FarnStim_vs_GeraUS_ratio	FarnUS_vs_CntrStim_ratio	FarnUS_vs_CntrUS_ratio	FarnUS_vs_FarnStim_ratio	FarnUS_vs_GeraStim_ratio	FarnUS_vs_GeraUS_ratio	GeraStim_vs_CntrStim_ratio	GeraStim_vs_CntrUS_ratio	GeraUS_vs_CntrStim_ratio	GeraUS_vs_CntrUS_ratio	GeraUS_vs_GeraStim_ratio	CntrStim_centered	CntrUS_centered	FarnStim_centered	FarnUS_centered	GeraStim_centered	GeraUS_centered
CD3D	P04234	0.0023681678679233	2.22527994542658e-08	0.0001098421785956	1.13277478991203e-06	7.0904888040223e-13	4.1169945996105194e-11	6.29969478002104e-08	0.0069825900446906	0.002274851741568	1.75249758212464e-10	9.963322490051011e-14	3.98971854298793e-11	9.917325564634301e-18	6.777426249702079e-16	3.81979892855773e-07	0.395	0.00103	0.324	0.231	0.000763	0.000821	0.000183	0.372	0.836	0.0175	0.0107	0.0748	0.000249	0.000332	0.000497	False	True	False	False	True	True	True	False	False	True	True	False	True	True	True	True	0.47	1.1	0.635	-0.881	-1.82	1.51	1.04	0.409	-0.472	-1.41	1.99	1.52	2.93	2.46	0.941	-1.33	-0.864	-0.228	0.18	0.652	1.59
CD44	P16070	0.0040293387233309	7.53692235964076e-08	7.28697277911887e-11	7.903220120409389e-11	0.0046247378526103	0.113993789262235	5.92161321086611e-05	4.50628857563112e-06	4.2784297299213305e-15	2.5575953402274104e-09	4.41879566125476e-16	8.784382464645839e-18	8.152653030977749e-11	2.55235409351241e-13	7.26097719840583e-08	0.454	0.00288	0.000103	0.00351	0.807	0.848	0.0549	0.00487	5.72e-05	0.0606	0.000445	6.55e-06	0.233	0.0111	6.88e-05	False	True	True	True	False	False	False	True	True	False	True	True	False	True	True	True	-0.614	1.44	2.06	-2.05	-0.604	0.318	0.933	-1.12	-3.17	-1.73	3.49	4.11	2.05	2.66	-1.45	-1.11	-1.73	0.329	-0.796	2.38	0.932
CD47	Q08722	0.0037366509246089	0.0001576385283806	0.228728763031123	6.23579966811412e-10	2.99982142030215e-11	5.32727450653556e-05	0.111979159743111	0.683224103488907	1.5168544665998702e-09	6.756580205600959e-11	1.61256261435424e-13	4.983791025352579e-11	1.54105499025135e-14	2.97990383678053e-12	0.147796146901547	0.446	0.201	0.876	0.0111	0.00832	0.371	0.787	0.905	0.11	0.0109	0.0131	0.0794	0.0177	0.0349	0.798	False	False	False	True	True	False	False	False	False	True	True	False	True	True	False	True	1.28	1.78	0.496	-3.83	-4.43	1.94	0.662	0.166	-3.67	-4.27	5.61	4.33	6.21	4.93	0.6	-2.8	-1.52	-1.03	-0.86	2.81	3.41
CD5	P06127	6.27125193620263e-06	6.07897172174691e-06	0.990509878964523	1.27359055227538e-09	6.627645352700809e-12	4.42366648144786e-09	0.0061658996804912	0.0063474150254257	1.42720345123539e-06	2.74886203269628e-09	3.76433533493838e-14	1.2408354580609e-09	8.26639983003868e-16	6.48186495816263e-12	0.0145299286682802	0.0378	0.0507	0.925	0.0169	0.00325	0.0164	0.441	0.361	0.469	0.0623	0.00651	0.181	0.00445	0.0482	0.497	True	False	False	True	True	True	False	False	False	False	True	False	True	True	False	True	0.881	0.883	0.00187	-1.43	-1.84	1.35	0.465	0.463	-0.971	-1.38	2.32	1.44	2.73	1.84	0.409	-1.36	-0.478	-0.476	-0.0127	0.958	1.37
CD63	P08962	0.437545131426895	1.18305667696503e-14	3.719234722657751e-15	9.35499037199695e-12	1.71497120608172e-07	5.99183597564137e-10	1.16700347156565e-10	2.13377046427695e-06	6.12266869274202e-16	6.2230968772189e-13	1.5919592162064802e-20	7.812772661018271e-21	1.48000219872735e-18	6.38384489155698e-19	0.0001100567066619	0.886	4.87e-14	1.76e-11	0.000652	0.22	0.00554	1.73e-08	0.00251	7.84e-06	0.000506	4.85e-09	1.95e-10	4.54e-05	1.75e-07	0.0578	False	True	True	True	False	True	True	True	True	True	True	True	True	True	False	True	-0.218	4.32	4.53	-3.21	-1.96	2.64	2.86	-1.68	-4.89	-3.63	7.53	7.75	6.27	6.49	-1.26	-3.42	-3.64	0.893	-0.784	4.11	2.85
CD81	P60033	0.406215200244861	1.06999626384833e-12	4.84797795421045e-12	1.81422061588167e-06	4.67789622938737e-05	2.6978920161710004e-11	1.44421840539958e-10	0.0911108282234085	2.44938239098448e-08	5.06889265935782e-07	1.17258556974229e-16	3.50310071630887e-16	6.02349385682838e-16	1.92513819975747e-15	0.222370391804944	0.882	1.43e-09	4.3e-06	0.258	0.575	0.000592	2.54e-08	0.741	0.221	0.34	0.000178	0.000208	0.00383	0.000626	0.834	False	True	True	False	False	True	True	False	False	False	True	True	True	True	False	True	0.287	4.36	4.07	-2.08	-1.66	3.77	3.48	-0.597	-2.68	-2.26	6.45	6.16	6.02	5.73	-0.425	-3.48	-3.19	0.881	0.285	2.97	2.54
CD82	P27701	3.4780918761768e-05	4.75049752882612e-13	2.77064353492693e-16	0.0002108449427843	0.9514065047574	2.10340973770024e-07	4.845909216737859e-12	1.15378199106563e-06	6.611264810416009e-11	1.34877689681666e-06	6.90988135828236e-16	1.6244414953763498e-18	5.27509656391618e-13	3.00375673999431e-16	0.0001794332444237	0.0877	2.77e-10	8.42e-14	0.635	0.935	0.0874	1.99e-11	0.00153	0.0391	0.425	0.000581	8.75e-07	0.0679	0.000183	0.0766	False	True	True	False	False	False	True	True	True	False	True	True	False	True	False	True	-1.91	5.08	6.98	-1.64	0.0235	2.67	4.57	-2.41	-4.05	-2.38	6.72	8.63	5.05	6.96	-1.67	-2.93	-4.84	2.14	-0.267	3.78	2.12
CD97	P48960	0.587527729920305	0.0001665983768676	0.0006976227242807	1.43173723862327e-07	4.20774307323462e-09	2.91165504689006e-05	0.0001233650150911	0.512765562460997	7.41448655536817e-07	1.91807984001368e-08	1.09523639836765e-11	3.13364005750966e-11	7.25828365274777e-13	1.89907984148827e-12	0.144030444421877	0.9	0.205	0.492	0.127	0.0799	0.334	0.0823	0.889	0.423	0.122	0.071	0.0701	0.074	0.0292	0.796	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	0.113	0.909	0.795	-1.48	-1.79	1.05	0.932	0.137	-1.34	-1.65	2.38	2.27	2.7	2.58	0.311	-1.19	-1.08	-0.283	-0.146	1.19	1.5
CDC42	P60953	0.143599772359894	6.01857043181644e-06	0.0003129970786308	6.0051939270760406e-09	1.8326556837076e-10	3.81679031984249e-08	1.56316683036708e-06	0.0524801380160355	7.80528166885363e-07	1.55277954830571e-08	1.13717163150081e-13	1.45468787135743e-12	9.25498019642414e-15	9.52699233457609e-14	0.117815437281823	0.821	0.0504	0.415	0.0384	0.0215	0.0443	0.00432	0.672	0.426	0.114	0.0113	0.0229	0.0138	0.00692	0.776	False	False	False	True	True	True	True	False	False	False	True	True	True	True	False	True	0.521	1.96	1.44	-2.94	-3.5	2.66	2.14	0.703	-2.24	-2.79	4.9	4.38	5.46	4.93	0.559	-2.58	-2.06	-0.624	0.0792	2.31	2.87
CERS5	Q8N5B7	0.509345493504928	3.37093643864184e-06	1.91850005061667e-05	3.12620182475455e-08	2.86619392016015e-08	1.32224646221771e-05	7.65353779291199e-05	0.602816202322138	9.19790728603207e-09	8.454573932615591e-09	2.5410424842355897e-13	7.90352659614766e-13	2.38995406189637e-13	7.41598133890399e-13	0.970864992347842	0.894	0.0373	0.204	0.0778	0.143	0.286	0.0637	0.898	0.179	0.0917	0.0159	0.0177	0.0531	0.0192	0.924	False	True	False	False	False	False	False	False	False	False	True	True	False	True	False	True	0.193	1.7	1.51	-2.25	-2.26	1.55	1.36	-0.152	-2.4	-2.41	3.95	3.75	3.96	3.76	0.0106	-1.89	-1.7	-0.191	-0.343	2.06	2.07
CLDND1	Q9NY35	0.005489985334193	2.19663829173373e-08	4.42551137232953e-05	2.40552562122536e-12	2.20962745883379e-12	5.71071712376225e-09	9.53689400574226e-06	0.562889845067726	7.00682826398714e-12	6.41703524872876e-12	2.23628219160074e-17	1.0921590007255601e-15	2.11297629002578e-17	1.0231702971939202e-15	0.962522752684684	0.487	0.00102	0.261	0.000222	0.00163	0.0185	0.0179	0.894	0.0135	0.00253	3.75e-05	0.000464	0.000482	0.00043	0.924	False	True	False	True	True	True	True	False	True	True	True	True	True	True	False	True	0.947	2.48	1.53	-3.87	-3.88	2.66	1.72	0.183	-3.69	-3.7	6.35	5.4	6.36	5.42	0.0148	-3.13	-2.19	-0.654	-0.47	3.21	3.23
CLTCL1	P53675	0.709551727660995	0.0645137300965154	0.132211189061965	3.11687556106907e-15	8.20279732372149e-16	0.0621725737694872	0.127894455218237	0.985472144720324	3.1998938277120104e-15	8.41103435645411e-16	2.24057664386675e-16	3.67305122454672e-16	6.6325165917299e-17	1.0642403325259e-16	0.3476433772423	0.909	0.789	0.855	5.47e-08	5.55e-07	0.825	0.798	0.924	4.28e-05	2.01e-07	0.000294	0.000216	0.00106	6.79e-05	0.867	False	False	False	True	True	False	False	False	True	True	True	True	True	True	False	True	0.0925	0.474	0.382	-4.06	-4.29	0.479	0.386	0.00451	-4.05	-4.29	4.53	4.44	4.77	4.68	0.235	-1.72	-1.63	-1.25	-1.25	2.81	3.04
CNP	P09543	0.759890093763327	1.0307792036732e-05	2.31141309418412e-05	3.2129002554433795e-11	4.53010511632695e-13	5.32948198130569e-08	1.12055917694407e-07	0.0457190745660027	2.51292812269272e-09	2.0006845972798097e-11	3.5117800567627204e-15	5.489769814139891e-15	1.46339312856267e-16	2.17998089795985e-16	0.0270353465820746	0.912	0.0657	0.217	0.00183	0.000589	0.0505	0.000342	0.653	0.128	0.00537	0.00159	0.00125	0.00163	0.000138	0.592	False	False	False	True	True	False	True	False	False	True	True	True	True	True	False	True	0.0705	1.25	1.18	-2.51	-3.04	1.73	1.66	0.479	-2.03	-2.56	3.76	3.69	4.29	4.22	0.535	-1.85	-1.78	-0.602	-0.122	1.91	2.44
COMT	P21964	0.242007988460664	3.2077455537177503e-10	4.2822236046132905e-09	6.03321945052155e-09	2.17608485508623e-08	7.652108024330981e-09	1.2845663411737e-07	0.157905898693632	2.57985642808257e-10	8.36558856369392e-10	2.61812825387642e-16	1.3128035679752801e-15	5.484469092456339e-16	2.87490622829166e-15	0.58178935358818	0.854	1.26e-05	0.00284	0.0385	0.133	0.0211	0.000394	0.798	0.0641	0.0379	0.000327	0.000514	0.00365	0.000832	0.898	False	True	True	True	False	True	True	False	False	True	True	True	True	True	False	True	0.169	1.39	1.22	-1.2	-1.12	1.19	1.02	-0.205	-1.41	-1.33	2.59	2.42	2.51	2.34	-0.0788	-1.31	-1.14	0.0827	-0.123	1.28	1.2
CXCR3	P49682	0.93902050339618	0.165681757845042	0.144762203462672	0.0006981502611185	2.1387162799730297e-11	0.0019500797111672	0.0016038048349887	0.0536965575795447	0.0790622670166959	1.3364593148692801e-09	1.66462421993874e-05	1.36022998478373e-05	1.5422283978073498e-12	1.3458697517872999e-12	8.86097854817097e-08	0.921	0.846	0.859	0.714	0.0068	0.644	0.264	0.675	0.91	0.0468	0.715	0.604	0.0938	0.0253	8.67e-05	False	False	False	False	True	False	False	False	False	True	False	False	False	True	True	True	-0.0258	0.476	0.502	-1.28	-3.74	1.15	1.18	0.675	-0.61	-3.06	1.76	1.79	4.21	4.24	2.45	-1.26	-1.29	-0.786	-0.112	0.498	2.95
CYB561A3	Q8NBI2	0.135689194370876	0.0017809411907972	3.22605915934902e-05	3.2337346628330603e-09	4.25819559523192e-09	0.0014690596795535	2.64341522310732e-05	0.940089806212554	3.83034747171387e-09	5.050068820363881e-09	2.96403538942415e-12	2.07320050062944e-13	3.70508952182968e-12	2.5430310718894497e-13	0.90291703952168	0.817	0.443	0.239	0.0283	0.0803	0.624	0.0338	0.922	0.145	0.0763	0.0458	0.00927	0.119	0.0111	0.921	False	False	False	True	False	False	True	False	False	False	True	True	False	True	False	True	-0.516	1.17	1.68	-2.94	-2.9	1.19	1.71	0.0254	-2.91	-2.87	4.11	4.62	4.06	4.58	-0.0413	-1.67	-2.18	-0.502	-0.477	2.44	2.4
CYB5B	O43169	0.711705790133825	3.91290996431428e-14	7.053416567633061e-14	0.0369664171854369	0.0198457105716835	8.522208968278211e-14	1.56110480308397e-13	0.626857359346808	0.0996361912667718	0.0571263335258182	1.5085939686240498e-12	2.93928012577521e-12	2.4984278636202997e-12	4.9224942091817795e-12	0.779150166196574	0.909	8.34e-13	7.88e-09	0.879	0.852	1.22e-06	3.85e-14	0.9	0.913	0.93	0.0351	0.0304	0.108	0.0431	0.914	False	True	True	False	False	True	True	False	False	False	True	True	False	True	False	True	0.112	4.44	4.33	0.659	0.744	4.3	4.18	-0.147	0.511	0.596	3.78	3.67	3.7	3.59	-0.0849	-2.72	-2.61	1.72	1.57	1.06	0.977
CYB5R3	P00387	0.463582339953434	0.0001950075896883	2.76067197633313e-05	4.34911260144167e-12	5.23448250191129e-12	0.0007607874096056	0.0001091043221016	0.605547641169836	1.6971502020232499e-12	2.03124466804067e-12	3.83122508726955e-15	1.3390466982759502e-15	4.43296059965283e-15	1.5411058393409502e-15	0.920264170493833	0.889	0.216	0.229	0.00036	0.00278	0.577	0.0772	0.898	0.00622	0.00122	0.00168	0.000519	0.00993	0.000555	0.922	False	False	False	True	True	False	False	False	True	True	True	True	True	True	False	True	-0.0891	0.52	0.609	-1.44	-1.43	0.457	0.546	-0.0626	-1.51	-1.49	1.96	2.05	1.95	2.04	-0.0121	-0.8	-0.889	-0.28	-0.343	1.16	1.15
DHCR24	Q15392	0.157724462471355	1.02723875918585e-08	4.19597687690008e-10	0.0002817695874408	0.015044188138643	0.0001570188079535	3.4979056477041e-06	0.000715095629619	1.71964580434611e-08	8.2076874563229e-07	2.05724588450103e-12	1.70606133937343e-13	4.0570381624346196e-11	2.63879551922411e-12	0.123111852718332	0.827	0.000519	0.000513	0.656	0.844	0.451	0.00847	0.15	0.203	0.382	0.0397	0.00849	0.206	0.0333	0.781	False	True	True	False	False	False	True	False	False	False	True	True	False	True	False	True	-0.357	2.03	2.39	-1.03	-0.64	1.09	1.44	-0.944	-1.98	-1.58	3.06	3.42	2.67	3.03	-0.392	-1.42	-1.77	0.615	-0.329	1.65	1.25
DNAJC5	Q9H3Z4	0.254165984963081	9.94817863715937e-10	8.785256245172569e-11	0.0002456471440526	0.0008481570293065	1.36645649822731e-08	1.0104659366644e-09	0.251304356470339	1.12992099665651e-05	3.94056996145121e-05	3.06318228021857e-13	4.6233428061503304e-14	6.881631272365939e-13	9.87137097007113e-14	0.637451664913253	0.857	4.56e-05	0.000124	0.646	0.739	0.0282	6.5e-07	0.839	0.608	0.687	0.0172	0.00443	0.073	0.00706	0.903	False	True	True	False	False	True	True	False	False	False	True	True	False	True	False	True	-0.63	5.03	5.66	-2.3	-2.04	4.39	5.02	-0.634	-2.93	-2.67	7.32	7.95	7.07	7.7	-0.257	-3.86	-4.49	1.16	0.531	3.46	3.2
DPAGT1	Q9H3H5	0.0486034583702514	3.05582947619025e-11	2.2248585866633803e-09	1.70185932319908e-07	8.76717572715831e-07	7.26014690033632e-06	0.001605953017384	1.14963040658507e-05	1.93137471808168e-12	6.3920919828595495e-12	3.63998244713362e-16	6.50809214497704e-15	8.83674329072785e-16	1.74078556663329e-14	0.515444831751597	0.733	5.11e-07	0.00176	0.134	0.303	0.25	0.264	0.0107	0.00669	0.00252	0.000401	0.00139	0.00459	0.00259	0.891	False	True	True	False	False	False	False	True	True	True	True	True	True	True	False	True	0.571	3.04	2.47	-1.95	-1.77	1.54	0.972	-1.49	-3.44	-3.26	4.99	4.42	4.81	4.23	-0.182	-2.49	-1.92	0.546	-0.948	2.5	2.32
