"name"	"ID"	"CntrUS_vs_CntrStim_p.val"	"FarnStim_vs_CntrStim_p.val"	"FarnStim_vs_CntrUS_p.val"	"FarnStim_vs_GeraStim_p.val"	"FarnStim_vs_GeraUS_p.val"	"FarnUS_vs_CntrStim_p.val"	"FarnUS_vs_CntrUS_p.val"	"FarnUS_vs_FarnStim_p.val"	"FarnUS_vs_GeraStim_p.val"	"FarnUS_vs_GeraUS_p.val"	"GeraStim_vs_CntrStim_p.val"	"GeraStim_vs_CntrUS_p.val"	"GeraUS_vs_CntrStim_p.val"	"GeraUS_vs_CntrUS_p.val"	"GeraUS_vs_GeraStim_p.val"	"CntrUS_vs_CntrStim_p.adj"	"FarnStim_vs_CntrStim_p.adj"	"FarnStim_vs_CntrUS_p.adj"	"FarnStim_vs_GeraStim_p.adj"	"FarnStim_vs_GeraUS_p.adj"	"FarnUS_vs_CntrStim_p.adj"	"FarnUS_vs_CntrUS_p.adj"	"FarnUS_vs_FarnStim_p.adj"	"FarnUS_vs_GeraStim_p.adj"	"FarnUS_vs_GeraUS_p.adj"	"GeraStim_vs_CntrStim_p.adj"	"GeraStim_vs_CntrUS_p.adj"	"GeraUS_vs_CntrStim_p.adj"	"GeraUS_vs_CntrUS_p.adj"	"GeraUS_vs_GeraStim_p.adj"	"CntrUS_vs_CntrStim_significant"	"FarnStim_vs_CntrStim_significant"	"FarnStim_vs_CntrUS_significant"	"FarnStim_vs_GeraStim_significant"	"FarnStim_vs_GeraUS_significant"	"FarnUS_vs_CntrStim_significant"	"FarnUS_vs_CntrUS_significant"	"FarnUS_vs_FarnStim_significant"	"FarnUS_vs_GeraStim_significant"	"FarnUS_vs_GeraUS_significant"	"GeraStim_vs_CntrStim_significant"	"GeraStim_vs_CntrUS_significant"	"GeraUS_vs_CntrStim_significant"	"GeraUS_vs_CntrUS_significant"	"GeraUS_vs_GeraStim_significant"	"significant"	"CntrUS_vs_CntrStim_ratio"	"FarnStim_vs_CntrStim_ratio"	"FarnStim_vs_CntrUS_ratio"	"FarnStim_vs_GeraStim_ratio"	"FarnStim_vs_GeraUS_ratio"	"FarnUS_vs_CntrStim_ratio"	"FarnUS_vs_CntrUS_ratio"	"FarnUS_vs_FarnStim_ratio"	"FarnUS_vs_GeraStim_ratio"	"FarnUS_vs_GeraUS_ratio"	"GeraStim_vs_CntrStim_ratio"	"GeraStim_vs_CntrUS_ratio"	"GeraUS_vs_CntrStim_ratio"	"GeraUS_vs_CntrUS_ratio"	"GeraUS_vs_GeraStim_ratio"	"CntrStim_centered"	"CntrUS_centered"	"FarnStim_centered"	"FarnUS_centered"	"GeraStim_centered"	"GeraUS_centered"
"RAB14"	"P61106"	0.901936214470999	0.0327646813851862	0.0427190112974464	7.54001653649362e-12	2.09780854886085e-12	0.00201418067481379	0.00275271192379077	0.249195495865632	7.34731913920015e-11	1.86211824163578e-11	1.46561242200508e-13	1.79796605292439e-13	4.75756557873203e-14	5.79157378087154e-14	0.489752651926007	0.936	0.752	0.843	0.00047	0.00151	0.691	0.318	0.83	0.0495	0.00541	0.0162	0.0111	0.0316	0.00501	0.903	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0491	0.89	0.841	-4.63	-4.91	1.36	1.31	0.465	-4.17	-4.44	5.52	5.47	5.8	5.75	0.276	-2.27	-2.22	-1.38	-0.914	3.25	3.53
"RAB18"	"Q9NP72"	0.560568960970175	0.0184935533801959	0.0653325818257158	1.84235179061604e-10	4.01225429708862e-11	0.00316779988087437	0.0131084141323659	0.466135265315009	8.73193399841032e-10	1.7730590877448e-10	1.51833575593382e-12	4.38943981342923e-12	4.08373216149704e-13	1.12796726931359e-12	0.455087954418033	0.92	0.706	0.86	0.00473	0.0098	0.717	0.532	0.877	0.108	0.0183	0.0441	0.0427	0.0673	0.0222	0.899	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.265	1.13	0.866	-4.55	-4.89	1.46	1.2	0.333	-4.21	-4.56	5.68	5.41	6.02	5.75	0.341	-2.43	-2.16	-1.3	-0.962	3.25	3.59
"RAB21"	"Q9UL25"	0.887069248081236	0.035486798464896	0.0480329875066514	4.57288698022467e-13	1.27840536823499e-12	0.0672342626815444	0.0890338503154986	0.760158766542822	2.71823465484916e-13	7.46404678741709e-13	1.31175135575676e-14	1.62947142743629e-14	3.25720801451874e-14	4.07440466859075e-14	0.557503706907268	0.935	0.758	0.848	3.53e-05	0.00112	0.85	0.758	0.906	0.00303	0.000607	0.00518	0.00334	0.027	0.00405	0.91	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0458	0.708	0.662	-4.25	-4.06	0.609	0.564	-0.0984	-4.35	-4.16	4.95	4.91	4.77	4.72	-0.19	-1.85	-1.8	-1.14	-1.24	3.11	2.92
"RAB27A"	"P51159"	0.00397501169467522	0.000370584181225672	1.09737205884439e-07	1.16189033132196e-10	1.4657229775887e-09	0.135201949796149	7.45318472388404e-05	0.0170120653937269	9.57597954140775e-13	8.42811124210793e-12	7.29981625558516e-14	6.92856049575923e-16	5.34609855902562e-13	3.73781050275266e-15	0.239319147230826	0.537	0.296	0.0344	0.00363	0.0531	0.872	0.0595	0.487	0.00609	0.00331	0.0122	0.000492	0.0728	0.00088	0.862	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	-1.33	1.72	3.06	-4.35	-3.85	0.65	1.98	-1.07	-5.43	-4.92	6.08	7.41	5.57	6.9	-0.507	-2.11	-3.45	-0.39	-1.47	3.96	3.46
"RAB2A"	"P61019"	0.506756470197769	0.000145319655052561	0.000840641720988	5.02795316206262e-13	5.86283322465645e-13	5.48572812954971e-05	0.000321473379828637	0.714165088536798	9.52150699548835e-13	1.1139181001827e-12	5.891435322906e-16	1.48458161041948e-15	6.65281643457953e-16	1.68328022794629e-15	0.92913090874301	0.916	0.214	0.6	3.87e-05	0.000688	0.427	0.129	0.903	0.00607	0.000824	0.00076	0.000792	0.00458	0.000536	0.932	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.243	1.6	1.36	-4.78	-4.75	1.74	1.49	0.133	-4.64	-4.61	6.38	6.14	6.35	6.11	-0.0324	-2.72	-2.48	-1.12	-0.982	3.66	3.63
"RAB2B"	"Q8WUD1"	0.987101148334622	0.214061549973044	0.219815804181357	5.83458336705306e-13	8.46422349208401e-12	0.595681845085964	0.606844296624043	0.468007714700152	1.69349473048531e-13	2.19786115152084e-12	7.08966124036104e-14	7.2769877783595e-14	8.52143515921843e-13	8.76653615676389e-13	0.147457494844369	0.939	0.865	0.899	4.45e-05	0.00381	0.912	0.895	0.877	0.00236	0.00133	0.0121	0.00714	0.0824	0.0198	0.826	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.00834	0.65	0.642	-6.73	-5.96	0.274	0.266	-0.376	-7.1	-6.34	7.38	7.37	6.61	6.6	-0.763	-2.49	-2.48	-1.84	-2.21	4.89	4.13
"RAB4B"	"P61018"	0.0542871953913354	1.86962698083725e-05	0.00349515507514389	2.5017311672e-11	7.62528048020682e-12	1.56540445572715e-06	0.000301412747714597	0.34696996221551	1.6876800488748e-10	4.79310259408921e-11	3.99213596340939e-15	8.62251619491064e-14	1.63990686721405e-15	3.20884921825248e-14	0.537198044272882	0.799	0.0969	0.709	0.00127	0.00359	0.204	0.125	0.857	0.0667	0.00936	0.00258	0.00767	0.00698	0.00349	0.908	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1.14	2.95	1.81	-6.26	-6.61	3.49	2.35	0.54	-5.72	-6.07	9.21	8.07	9.56	8.42	0.352	-4.39	-3.25	-1.44	-0.902	4.82	5.17
"RAB7A"	"P51149"	0.767121247518306	0.072403769812387	0.127677401126759	3.22040806873876e-14	1.35885992274379e-14	0.0109542931100609	0.0217578776042661	0.393204214251889	1.28241463617451e-13	5.19200058449768e-14	2.01169780725688e-15	3.07815842188577e-15	9.18522945059443e-16	1.38906043212533e-15	0.577919139072242	0.931	0.806	0.883	1.34e-06	2.21e-05	0.78	0.6	0.866	0.00199	5.32e-05	0.00169	0.00121	0.0053	0.000477	0.911	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0726	0.454	0.382	-3.63	-3.76	0.665	0.593	0.211	-3.42	-3.55	4.08	4.01	4.22	4.14	0.137	-1.58	-1.51	-1.13	-0.916	2.5	2.64
"RAB8A"	"P61006"	0.721231354108526	0.0212855725260489	0.046485822107693	4.90920907093129e-12	4.90200514619453e-13	0.000656928177012139	0.00165633917586976	0.167286226117753	7.50024695401365e-11	6.11978442170084e-12	7.33652563751715e-14	1.31357233278026e-13	9.83349396508154e-15	1.6927558460391e-14	0.204574984742081	0.929	0.718	0.847	0.000335	0.000623	0.619	0.256	0.794	0.0498	0.00267	0.0123	0.00949	0.0159	0.00235	0.851	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.119	0.806	0.687	-3.93	-4.36	1.27	1.15	0.467	-3.47	-3.89	4.74	4.62	5.17	5.05	0.428	-2.02	-1.9	-1.21	-0.744	2.72	3.15
"RAB8B"	"Q92930"	0.167979024611042	0.000137281753368757	0.00518762808139314	2.63271762065022e-12	2.88363240833111e-12	6.48609954772428e-07	2.51171844965796e-05	0.0491630839214624	1.37795356721658e-10	1.5274811751262e-10	2.10704445895454e-15	1.68406914213096e-14	2.26292954964425e-15	1.81845282203273e-14	0.960151118114125	0.868	0.21	0.735	0.000203	0.00189	0.159	0.0314	0.649	0.0624	0.0169	0.00174	0.0034	0.00813	0.00244	0.933	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.716	2.26	1.54	-6.22	-6.19	3.3	2.58	1.04	-5.17	-5.15	8.47	7.76	8.45	7.73	-0.0255	-3.87	-3.15	-1.61	-0.566	4.61	4.58
"RAB9A"	"P51151"	0.741890930637666	0.0572710080004602	0.028331715505869	4.14960763795767e-12	2.70624843192938e-12	0.115328793138291	0.0605670994419983	0.721412826900976	2.1614952855244e-12	1.42228749011144e-12	1.33426015691077e-13	7.78913907989645e-14	9.10991721465142e-14	5.3550045133203e-14	0.815757347956465	0.929	0.791	0.826	0.000294	0.00181	0.867	0.72	0.904	0.00969	0.000982	0.0156	0.00735	0.0402	0.00479	0.927	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.141	0.844	0.986	-5.12	-5.22	0.691	0.833	-0.153	-5.27	-5.37	5.96	6.1	6.06	6.2	0.0999	-2.24	-2.38	-1.39	-1.55	3.73	3.83
"RAC1"	"P63000"	0.389403428122678	8.45380615051971e-05	0.000832418666043072	6.92762749920929e-12	2.01348677983199e-12	1.20535423698103e-06	1.1516119270978e-05	0.114239226757569	1.68719378795665e-10	4.31841600708815e-11	3.44195206511389e-15	1.24688625280096e-14	1.31985379661824e-15	4.57724690323893e-15	0.503707925042032	0.906	0.177	0.599	0.000441	0.00148	0.19	0.0194	0.755	0.0667	0.00884	0.00236	0.00286	0.00633	0.000999	0.905	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.23	1.22	0.994	-3.1	-3.28	1.65	1.42	0.43	-2.67	-2.85	4.32	4.09	4.5	4.27	0.178	-1.99	-1.76	-0.764	-0.334	2.33	2.51
"RAC2"	"P15153"	0.253465737862867	0.000862275478885881	0.0152280885541969	4.4340083952696e-12	4.18408632173687e-13	3.06687851392341e-06	6.47307887292221e-05	0.0403627283396799	3.02415042890515e-10	2.06542616959819e-11	8.86608101891041e-15	5.31235708502923e-14	1.29497953100244e-15	6.88258086871315e-15	0.192180334309137	0.888	0.387	0.796	0.000309	0.000566	0.241	0.0549	0.621	0.0802	0.00573	0.00415	0.00622	0.00628	0.00132	0.847	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.302	0.974	0.672	-3.11	-3.45	1.53	1.23	0.558	-2.55	-2.9	4.08	3.78	4.43	4.13	0.346	-1.89	-1.58	-0.912	-0.354	2.2	2.54
"RALA"	"P11233"	0.555837993279801	7.58929503364004e-09	3.02870684170511e-08	7.61991891280918e-07	4.42571886646175e-08	1.33017543867547e-10	4.58655376864311e-10	0.072132210367273	9.87540958971066e-05	4.72721495597137e-06	3.65578229187279e-14	9.42276142745323e-14	6.30521971802694e-15	1.53557356515824e-14	0.256311561900547	0.919	0.000529	0.0177	0.191	0.155	0.00298	1.55e-07	0.7	0.763	0.538	0.00895	0.008	0.0133	0.00222	0.866	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.261	3.66	3.4	-2.83	-3.33	4.48	4.22	0.819	-2.01	-2.51	6.49	6.23	7	6.74	0.507	-3.65	-3.39	0.0148	0.834	2.84	3.35
"RALB"	"P11234"	0.250265162390182	4.99468872754157e-06	0.000108716596767001	8.54218913675294e-14	6.3558694995591e-15	4.35843029728257e-08	7.79140836182838e-07	0.0682733828863159	2.15313726691131e-12	1.20248767774973e-13	2.89342633937487e-17	1.24947428883187e-16	4.0119382502324e-18	1.56114923522378e-17	0.10282307791623	0.887	0.0537	0.411	4.91e-06	9.18e-06	0.0618	0.00222	0.693	0.00967	0.000123	7.2e-05	0.000131	0.000123	8.55e-06	0.796	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.415	2.03	1.61	-5.06	-5.66	2.7	2.28	0.672	-4.39	-4.99	7.09	6.67	7.68	7.27	0.597	-3.32	-2.9	-1.29	-0.62	3.77	4.37
"RAP2B"	"P61225"	0.95348405783257	4.94564964525961e-09	4.33165065373593e-09	3.65654011533764e-08	2.8121694099925e-09	1.77494895829629e-09	1.56017208697472e-09	0.648818739832718	1.10412982537538e-07	7.93599137974109e-09	4.25712526688214e-15	3.90949566274017e-15	8.81875336017866e-16	8.1360530780002e-16	0.273993115953155	0.938	0.000361	0.0053	0.072	0.0675	0.015	1.09e-06	0.898	0.346	0.089	0.00267	0.0014	0.00521	0.000336	0.87	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.0231	3.36	3.38	-3.02	-3.46	3.54	3.56	0.18	-2.84	-3.28	6.38	6.4	6.82	6.84	0.438	-3.35	-3.37	0.0138	0.194	3.03	3.47
"REEP5"	"Q00765"	0.0192424399030237	3.01017509224505e-15	1.36676535137938e-13	5.90029272770467e-09	9.70442986882374e-09	2.00251481765109e-14	1.19658799822094e-12	0.211465937625362	3.60971621132907e-10	5.72327132718853e-10	1.25504266479326e-19	1.68411083156817e-18	1.55966694314893e-19	2.13950072454361e-18	0.828907139269231	0.712	4.64e-14	1.15e-07	0.0331	0.101	4.48e-07	4.4e-13	0.816	0.0843	0.0314	8.59e-08	1.41e-06	4.09e-06	7.5e-07	0.927	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.58	3.84	3.26	-1.97	-1.92	3.54	2.96	-0.298	-2.27	-2.22	5.81	5.23	5.76	5.18	-0.0507	-3.26	-2.68	0.583	0.286	2.56	2.51
"RHBDF2"	"Q6PJF5"	0.633280158218085	0.0749908740715785	0.181689019005211	1.77054946148775e-11	4.24537910559946e-14	0.00429437786780259	0.0136136017266995	0.213421036407407	2.24338204611117e-10	3.37536717872736e-13	6.12087227546807e-13	1.41894006160437e-12	2.65129629933513e-15	5.31904941199529e-15	0.00179253373707452	0.924	0.808	0.894	0.000979	7.54e-05	0.734	0.537	0.817	0.0732	0.000306	0.0304	0.0275	0.00876	0.0011	0.266	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0993	0.382	0.282	-2.32	-3.04	0.644	0.545	0.262	-2.06	-2.78	2.7	2.6	3.42	3.32	0.716	-1.21	-1.11	-0.826	-0.564	1.5	2.21
"RHOA"	"P61586"	0.579001561821815	2.56309304267814e-08	9.79364664661946e-08	5.44787313396996e-10	9.41137763522985e-11	1.44808760017682e-10	4.65280663413518e-10	0.0261575566858396	1.17339115960361e-07	1.5608811186354e-08	8.33665366246207e-16	1.81674468503938e-15	2.6738945000269e-16	5.64704601500257e-16	0.403772491400604	0.921	0.00155	0.0326	0.00911	0.0154	0.00315	1.58e-07	0.555	0.351	0.115	0.000912	0.000893	0.00277	0.000263	0.893	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.186	2.61	2.42	-3.18	-3.46	3.39	3.2	0.782	-2.39	-2.68	5.78	5.6	6.06	5.88	0.281	-3	-2.82	-0.398	0.383	2.78	3.06
"RHOC"	"P08134"	0.632329092749304	1.63892591859376e-05	5.84613300534302e-05	4.65531912773088e-08	6.4409825375889e-06	0.000475389867388929	0.00165114348411141	0.210757354747565	2.44002087772264e-09	2.4812631758685e-07	9.40921372559542e-13	2.21331205720689e-12	3.59909764100067e-11	9.41702031923736e-11	0.0592672350974708	0.924	0.0919	0.352	0.0786	0.439	0.596	0.255	0.816	0.147	0.29	0.0364	0.0327	0.204	0.105	0.741	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0.199	2.17	1.97	-3.13	-2.32	1.64	1.44	-0.527	-3.65	-2.84	5.3	5.1	4.49	4.29	-0.811	-2.3	-2.1	-0.129	-0.657	3	2.19
"RHOG"	"P84095"	0.506177499720859	0.000387307120942028	0.00218727872451555	1.31790328732648e-10	1.77129687636696e-10	2.00262536744677e-05	0.000117873301552573	0.269621029965828	1.42058795361206e-09	1.949628931421e-09	8.28359434966521e-14	2.49538898064255e-13	1.0457254713372e-13	3.17835208147187e-13	0.886170284457167	0.916	0.3	0.676	0.00391	0.0215	0.36	0.0769	0.837	0.125	0.0533	0.0129	0.0128	0.0421	0.012	0.93	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.155	0.938	0.783	-2.36	-2.33	1.2	1.04	0.26	-2.1	-2.07	3.3	3.15	3.27	3.11	-0.0333	-1.48	-1.32	-0.539	-0.279	1.82	1.79
"RTN4"	"Q9NQC3"	0.140422890984816	1.27354437889722e-10	6.62660702357274e-12	4.25258321025707e-09	2.11686201100109e-09	3.05390154883561e-09	1.20171288955222e-10	0.147714663836983	1.72358159543912e-10	9.11138666869284e-11	1.17984955823146e-16	1.81180932337021e-17	7.93406961972364e-17	1.25038016132009e-17	0.756379440346946	0.859	6.38e-06	1.93e-05	0.0281	0.0609	0.0195	1.55e-08	0.782	0.0672	0.013	0.000274	2.22e-05	0.00126	6.77e-06	0.923	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	-0.329	2.23	2.56	-1.87	-1.94	1.91	2.23	-0.323	-2.2	-2.26	4.1	4.43	4.17	4.5	0.0679	-2.01	-2.34	0.216	-0.107	2.09	2.16
"SCAMP1"	"O15126"	0.0634260647766146	3.75196118147893e-11	2.1199038381841e-09	1.26576361312121e-06	2.27547746229994e-05	9.35598799144864e-11	5.92199699019226e-09	0.64955504329859	3.98059642672063e-07	6.84810258730588e-06	1.22739176481979e-15	2.06877772178113e-14	6.02718725966274e-15	1.20370530506916e-13	0.274547954795275	0.81	1.2e-06	0.00331	0.218	0.531	0.00235	8.1e-06	0.898	0.441	0.567	0.0012	0.0038	0.013	0.00761	0.871	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.86	4.83	3.97	-2.78	-2.29	4.63	3.77	-0.204	-2.99	-2.49	7.62	6.76	7.12	6.26	-0.495	-4.18	-3.32	0.657	0.453	3.44	2.94
"SCAMP2"	"O15127"	0.020844716920031	4.38617746468858e-10	1.17228717227495e-07	4.61516615822248e-09	4.82216574486139e-10	3.35580623364447e-10	8.60866054311823e-08	0.899576368499113	6.15472686314812e-09	6.32052253339276e-10	2.67705781095853e-16	8.28919675710675e-15	7.10452741772777e-17	1.85945630248704e-15	0.310255120126996	0.72	2.82e-05	0.0355	0.0293	0.0335	0.00562	0.000234	0.915	0.188	0.0329	0.000497	0.00222	0.00118	0.000568	0.878	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.703	2.77	2.06	-2.46	-2.76	2.8	2.1	0.0364	-2.42	-2.72	5.23	4.52	5.52	4.82	0.296	-2.84	-2.13	-0.0697	-0.0333	2.39	2.69
"SCAMP3"	"O14828"	0.108994724661701	1.16252838282614e-12	2.47623280973312e-11	3.08443673131965e-13	2.85529534463099e-13	9.25619708259462e-13	1.9259189666809e-11	0.897259698106912	3.84221289424057e-13	3.55474943274363e-13	3.62318757790439e-20	1.82943788755799e-19	3.46877851990856e-20	1.74673755610761e-19	0.963624155289598	0.844	3.57e-09	8.66e-05	2.33e-05	0.000438	4.78e-05	3.67e-10	0.915	0.00358	0.000319	1.74e-08	9.12e-08	8.39e-07	1.8e-08	0.933	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.288	2.22	1.93	-2.35	-2.36	2.24	1.95	0.0226	-2.33	-2.34	4.57	4.28	4.58	4.29	0.00799	-2.31	-2.03	-0.0979	-0.0752	2.25	2.26
"SEC61B"	"P60468"	0.759581397666749	2.31857734744045e-08	4.81631827110238e-08	3.01769373467771e-05	7.53456232163488e-06	1.04906466746378e-05	2.35676780442146e-05	0.0211156327675522	6.03163726816318e-08	1.72330221607304e-08	8.44340856930394e-13	1.45131678612349e-12	3.40878506890071e-13	5.76510551275227e-13	0.600289962857488	0.93	0.00142	0.0226	0.455	0.451	0.318	0.0303	0.522	0.302	0.119	0.0348	0.0277	0.0637	0.0163	0.913	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0416	1.06	1.02	-0.678	-0.75	0.732	0.691	-0.33	-1.01	-1.08	1.74	1.7	1.81	1.77	0.0713	-0.898	-0.857	0.164	-0.166	0.842	0.914
"SEC62"	"Q99442"	0.740750014687708	2.32507654132972e-06	5.50721357938511e-06	1.34699359199638e-08	8.85436194556369e-09	0.000488354483677252	0.00115750424234053	0.0510006172110382	1.56083606439939e-10	1.07688681748575e-10	1.09311361602887e-13	1.88905688611932e-13	8.14610307448738e-14	1.4000599462036e-13	0.856716878460451	0.929	0.0352	0.177	0.0479	0.0983	0.598	0.223	0.654	0.065	0.014	0.0145	0.0113	0.0386	0.00823	0.929	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0916	1.65	1.56	-2.23	-2.28	1.09	1	-0.561	-2.79	-2.84	3.88	3.79	3.93	3.84	0.05	-1.78	-1.68	-0.123	-0.683	2.11	2.16
"SFT2D2"	"O95562"	0.00321311624943551	2.04392039207201e-08	7.29371336039222e-05	4.80902047411632e-06	2.88357229623319e-08	1.03729564283569e-08	3.37677818214486e-05	0.772067612907584	1.02899178980012e-05	5.77860819872128e-08	2.33165399842493e-13	8.88891924330303e-11	9.10080216213016e-15	1.79239438070552e-12	0.0493366008784327	0.511	0.00128	0.373	0.3	0.139	0.0341	0.0372	0.907	0.657	0.183	0.0199	0.107	0.0154	0.027	0.721	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	1.11	2.73	1.62	-1.97	-2.68	2.83	1.72	0.1	-1.87	-2.58	4.71	3.59	5.41	4.3	0.708	-2.8	-1.68	-0.0678	0.0327	1.91	2.61
"SIGMAR1"	"Q99720"	0.979366270252228	1.45242271138176e-10	1.53204579474251e-10	0.00163887805823734	0.00133458726510339	1.98509820593858e-06	2.12231216651259e-06	0.00033960765579272	4.32542051511438e-08	3.57132047199383e-08	2.23382181438523e-13	2.33288445717213e-13	1.95415520818334e-13	2.04041663085718e-13	0.936269838305421	0.939	7.51e-06	0.000485	0.743	0.761	0.217	0.00519	0.0954	0.282	0.154	0.0195	0.0125	0.0529	0.0099	0.932	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	0.0102	4	3.99	-1.37	-1.41	2.38	2.37	-1.61	-2.99	-3.02	5.37	5.36	5.4	5.39	0.0316	-2.86	-2.85	1.14	-0.478	2.51	2.54
"SLC16A7"	"O60669"	0.807107836606453	0.000590937045338935	0.00111591020068549	1.10122863413627e-13	2.34713057051883e-13	0.000185265298906116	0.000353348025146606	0.660464119945596	2.28357290613018e-13	4.96088508154311e-13	3.56059575951583e-16	4.94818295507022e-16	6.60609313984725e-16	9.24861303666013e-16	0.64872705971129	0.932	0.345	0.623	6.65e-06	0.000378	0.525	0.135	0.899	0.00278	0.000431	0.00059	0.00039	0.00456	0.000363	0.917	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0465	0.738	0.691	-2.67	-2.58	0.821	0.775	0.0838	-2.59	-2.5	3.41	3.36	3.32	3.27	-0.0869	-1.39	-1.34	-0.652	-0.568	2.02	1.93
